category,texts
neu,ลินดา โกมลารชุน
neu,เจ้าชายสายลมอาศัยอยู่ในดินแดนทางตอนเหนือที่ซึ่งมีอากาศหนาวเย็นตลอดทั้งปี
neu,เวลาที่เจ้าชายเดินทางไปไหนมาไหน ต้นไม้ก็จะสะบัดกิ่งก้านไปมา ใบไม้สีน้ำตาลจะปลิวโปรยปรายในอากาศก่อนร่วงลงมากองสุมบนพื้นดิน
neu,ว่ากันว่าเจ้าชายนำพาสายลมไปด้วยทุกแห่งหน เมื่อเจ้าชายเดินทางลงสู่ทิศใต้ ชาวเมืองก็จะพูดกันว่า “ลมเหนือมาแล้ว”
neu,หลังจากนั้นก็จะรีบพากันเก็บข้าวโพดในไร่ เพื่อเอาไว้เป็นเสบียงในฤดูหนาว พร้อมกับปิดประตูหน้าต่างอย่างแน่นหนา เหมือนจะบอกว่าไม่ต้องการต้อนรับการมาเยือนของเจ้าชาย
neu,เจ้าชายสายลมรู้สึกเศร้าพระทัยทุกๆ ครั้งเวลาที่พระองค์เสด็จไปตามถนนในเมือง
neu,ใครสักคนจะดึงผ้ามาคลุมศีรษะแล้วรีบอุ้มเด็กเล็กๆ หนีไปทางอื่นพลางพูดว่า “ลมเย็นๆ จะทำให้หนูไม่สบาย”
neu,หรือถ้าพระองค์เสด็จเข้าไปอ่านหนังสือในห้องสมุด หนอนหนังสือที่กำลังก้มหน้าก้มตาอ่านอย่างตั้งใจต่างพากันหยุด และไล่ตะปบหน้ากระดาษที่เอาแต่พลิกไปที่อื่น
neu,ดูเหมือนพระองค์จะทำให้คนอื่นๆ เดือดร้อนไปเสียหมด
neu,เจ้าชายถูกห้ามไม่ให้เดินทางไปยังดินแดงที่อยู่ทางทิศตะวันตก ที่ซึ่งมีเรื่องเล่าขานถึงความเงียบสงัดและปิศาจสีขาว
neu,แต่เจ้าชายคิดว่าในเมื่อตนเองไม่มีประโยชน์ต่อชาวเมืองนี้แล้วก็น่าจะลองไปเยี่ยมดินแดนที่ยังไม่เคยเห็นนี้ดูสักครั้ง
neu,ในเช้าวันหนึ่งที่ดวงอาทิตย์ซ่อนตัวอยู่หลังก้อนเมฆสีเทา ชาวเมืองต่างเก็บเสื้อผ้าที่ตากไว้ลงจากราว ปิดประตูหน้าต่างและบ่นพึมพำถึงลมมรสุมที่จะพัดพาเอาสายฝนมาในไม่ช้านี้
neu,เจ้าชายสายลมจึงเริ่มออกเดินทางโดยไม่มีใครรู้สึกถึงสายลมที่กำลังพัดไปยังทิศตะวันตก
neu,ยิ่งเข้าไปใกล้ดินแดนทางทิศตะวันตก เจ้าชายก็ยิ่งรู้สึกได้ถึงความแห้งแล้งของผิวดิน ต้นไม้สีน้ำตาลแก่ยืนนิ่งไม่ไหวติง คล้ายคนครึ่งหลับครึ่งตื่น
neu,แต่ละต้นมีใบสีเหลืองติดกิ่งเพียงไม่กี่ใบ จึงไม่มีเสียงโบกสะบัดแม้เจ้าชายจะลอดตัวเดินผ่านต้นแล้วต้นเล่า
neu,เบื้องหน้าออกไปไม่ไกล มองเห็นแต่ความเวิ้งว้างสีขาวโพลน เจ้าชายลังเลพระทัยว่าควรจะเดินต่อไปดีหรือไม่
neu,ทันใดนั้นพื้นดินที่ข้างพระบาทก็ขยับเขยื้อน ผิวหน้าดินยกตัวสูงขึ้นแล้วเศษดินก็กระจายออกเป็นวง
neu,หลังจากนั้นก็มีจมูกเล็กๆ แหลมๆ สีชมพูยื่นออกมาจากพื้นที่เป็นรูนั้น ครู่ต่อมาเจ้าของจมูกก็ใช้เล็บยาวๆ คุ้ยดินแล้วดันตัวขึ้นมายืนบนพื้นทำจมูกฟุดฟิด
neu,เจ้าชายสังเกตเห็นว่าขนสีเทาของมันยาวมาคลุมหน้าจนแทบมองไม่เห็นตาทั้งสองข้าง แต่ที่น่าขันออกจะแบนๆ และมีเล็บยาวเป็นซี่ๆ คล้ายคราดสำหรับกวาดใบไม้
neu,“เจ้าตุ่นนี่เอง” เจ้าชายทัก “สวัสดี เจ้ากำลังจะไปไหนหรือ”
neu,“เจ้าชายสายลมใช่ไหม” เจ้าตุ่นใช้จมูกดมที่รองพระบาทอีกครั้งให้แน่ใจก่อนก้มหัวอย่างพินอบพิเทา
neu,“กระหม่อมรีบมาหาพระองค์เพื่อจะบอกว่า พระองค์จะเสด็จต่อไปข้างหน้าอีกไม่ได้”
neu,“เพราะดินแดนแห่งปิศาจสีขาวที่เห็นอยู่ข้างหน้านั้นน่ะหรือ”
neu,เจ้าชายหัวเราะอย่างอารมณ์ดี
neu,“ไม่ใช่เรื่องของปิศาจพะย่ะค่ะ แต่ถ้าเสด็จต่อไปพระองค์จะทำให้เจ้าหญิงปุยฝ้ายทรงเสียพระทัยแน่ๆ”
neu,เจ้าตุ่นทำจมูกยุกยิกและใช้เล็บที่ยาวเหมือนคราดคุ้ยดินไปพลาง มันไม่จำเป็นต้องใช้ตาในการมองอะไรๆ แต่ก็สามารถเดินทางอยู่ใต้ดินได้ด้วยการดมกลิ่นและขุดอุโมงค์
neu,“เล่าเรื่องของเจ้าหญิงปุยฝ้ายให้เราฟังหน่อย” เจ้าชายตรัส
neu,เจ้าหญิงปุยฝ้ายอาศัยอยู่ในดินแดนทางทิศตะวันตกที่ซึ่งอบอุ่นไปด้วยแสงแดดยามบ่ายตลอดทั้งปี
neu,เจ้าหญิงปุยฝ้ายคอยดูแลต้นไม้เล็กๆ ที่ชื่อว่า “ต้นฝ้าย” ให้ออกดอกสีขาว
neu,ดอกฝ้ายที่ฟูและนุ่มบานสะพรั่งมองเห็นเป็นดินแดนสีขาวไกลสุดลูกหูลูกตา
neu,ชาวเมืองนี้ต้องทำงานหนักทุกวันโดยต้องหิ้วถังน้ำไปที่แม่น้ำและตักน้ำกลับมารดต้นฝ้ายทุกๆ ต้น
neu,พวกเขาไม่กล้าคุยกันหรือหัวเราะเสียงดังนัก เพราะถ้ามีใครหายใจแรงๆ หรือจามดังๆ ออกมา ปุยฝ้ายจะปลิวขึ้นไปในอากาศแล้วลอยหนีไปในท้องฟ้า
neu,ว่ากันว่าถ้าปุยฝ้ายหนีขึ้นไปบนท้องฟ้ามากๆ เข้า มันจะรวมตัวกลายเป็นเมฆก้อนใหญ่ แล้วบดบังแสงอาทิตย์ไม่ให้ส่องลงมา
neu,ไม่อยากนึกภาพเลยว่าถ้าเจ้าชายสายลมเสด็จไปที่นั่นจะสร้างความโกลาหลให้กับชาวเมืองมากเพียงใด
neu,เจ้าชายนั่งลงข้างๆ เจ้าตุ่นแล้วครุ่นคิด นิ้วมือแบนๆ และเล็บที่ยาวของเจ้าตุ่นดูน่าขันก็จริง แต่มันก็มีประโยชน์ในการขุดดินและทำให้มันสามารถเดินทางไปไหนมาไหนได้อย่างรวดเร็ว
neu,“ทุกสิ่งล้วนมีประโยชน์ในตัวเอง” เจ้าชายตรัส เจ้าช่วยเดินทางล่วงหน้าไปยังดินแดนสีขาวนั้นได้หรือไม่ใช้มืออันแสนมีประโยชน์ของเจ้าขุดดินเป็นคันส่งน้ำ ยาวไปจนสิ้นสุดที่ฝ้ายต้นสุดท้าย
neu,ส่วนที่ริมแม่น้ำนั้นให้ชาวเมืองช่วยกันสร้างเครื่องมือที่มีใบพัดคล้ายกลีบดอกไม้และทำให้มันหมุนเป็นวงไปรอบๆ ได้”
neu,หลังจากนั้นไม่นาน เจ้าชายสายลมก็เดินทางเข้าสู่ดินแดนแห่งปุยฝ้าย โดยลัดเลาะไปตามเส้นทางของแม่น้ำ
neu,ในที่สุดพระองค์ก็มาถึงกังหันใหญ่ริมน้ำที่เพิ่งสร้างเสร็จ สายลมจากเจ้าชายทำให้ใบพัดของกังหันเคลื่อนตัวหมุน และเริ่มวิดน้ำจากแม่น้ำไหลลงสู่คันดินสำหรับส่งน้ำ
neu,ชาวเมืองต่างกระโดดโลดเต้นอย่างดีใจเมื่อเห็นน้ำไหลผ่านต้นฝ้ายทุกต้น แม้จะเป็นต้นที่อยู่ไกลที่สุด ดินที่แห้งแข็งก็เริ่มชุ่มชื้นและ อ่อนนุ่มลง
neu,เจ้าหญิงปุยฝ้ายเสด็จออกมาต้อนรับเจ้าชาย
neu,ฉลองพระองค์ของเจ้าหญิงเป็นสีขาวบริสุทธิ์ ตัดเย็บด้วยผ้าที่ทอจากดอกฝ้ายอันอ่อนนุ่มที่สุดในโลก
neu,เจ้าหญิงแย้มสรวลต้อนรับเจ้าชายแห่งสายลมอย่างเป็นมิตร
neu,ตั้งแต่นั้นมา เจ้าชายก็ออกเดินทางไปในทุกแห่งอย่างมีความสุข
neu,ถ้าเจ้าชายล่องเรือออกจากฝั่งในเวลากลางคืน ชาวบ้านก็จะบอกต่อๆ กันว่า “ลมบกมาแล้ว”
neu,หลังจากนั้นพวกเขาก็จะพากันลงเรือของตนเช่นเดียวกัน กางใบสีขาวให้แผ่กว้างที่สุดเพื่อให้เรือแล่นออกสู่ทะเลไปหาปลา แล้วเมื่อถึงตอนเช้าที่เจ้าชายล่องเรือกลับเข้ามา
neu,คนหาปลาที่พาเรือกลับถึงฝั่งก็จะพูดกันว่า “ขอบคุณลมทะเลที่พาเรากลับมาอย่างปลอดภัย”
neu,เจ้าชายเดินทางไปยังดินแดนทางทิศตะวันตกบ่อยขึ้น และตกหลุมรักเจ้าหญิงปุยฝ้าย
neu,กังหันลมหมุนวันแล้ววันเล่าเพื่อวิดน้ำส่งไปให้ต้นฝ้ายได้ชุ่มชื่นและเติบโตอย่างเขียวชอุ่ม
neu,ส่วนเจ้าตุ่นน่ะหรือ มันก็ยังคงอาศัยอยู่ในรูใต้ดิน และเล่าให้ลูกหลานฟังอยู่เสมอถึงเรื่องราวของเจ้าหญิงปุยฝ้ายกับเจ้าชายแห่งสายลม
neu,กบผู้เฒ่านั่งเฝ้ากอบัว
neu,สิทธิชัย แก้วพวง
neu,กาลครั้งหนึ่งนานมาแล้ว กบฝูงหนึ่งพากันออกไปหากินแมลงตามแหล่งน้ำต่างๆ
neu,แต่เผอิญกบผู้เฒ่าพลัดตกลงไปในอ่างบัว
neu,เมื่อกบตัวอื่นๆ เห็นก็กระโดดตามกบผู้เฒ่าลงไปในอ่างบัวอีก
neu,จนสุดท้ายกบทั้งฝูงพากันตกลงมาลอยคอตุ๊บป่อง ตุ๊บป่อง อยู่ในอ่างบัว
neu,“เอ๊า! พวกเจ้ากระโดดลงมาทำไมกัน ข้าน่ะแก่แล้วสายตาก็ฝ้าฟาง ข้าจึงเผลอตกลงมาหรอกนะ” กบผู้เฒ่ากล่าว
neu,“ข้าก็ไม่รู้ เห็นท่านกระโดดลงมาก็เลยกระโดดตาม” กบตัวหนึ่งกล่าว
neu,“ส่วนข้าก็ไม่รู้ พอข้าเห็นเขากระโดดลงมาข้าก็เลยกระโดดตามเขาลงมา” กบอีกตัวกล่าว
neu,“ส่วนข้าเองก็ไม่รู้เหมือนกัน พอข้าเห็นท่านผู้เฒ่ากับกบบ้าอีกสองตัวกระโดดลงมา ข้าก็เลยกระโดดตาม” กบตัวที่สามกล่าว
neu,“เจ้าว่าใครบ้า”
neu,“ก็เจ้าน่ะสิ นี่เลยตกลงมากันหมด”
neu,“ช่วยไม่ได้ เจ้าโง่เอง กระโดดตามข้าลงมาทำไมล่ะ”
neu,กบทั้งหลายเริ่มเถียงกันอย่างไม่สบอารมณ์
neu,“พอๆ หยุดได้แล้ว” กบผู้เฒ่ากล่าว “อย่าเพิ่งเถียงกันเลยว่าใครผิดใครถูก ไหนๆ ก็ตกลงมากันหมดแล้ว หาทางขึ้นไปให้ได้ก่อนเถอะ”
neu,“ในบรรดากบทั้งหมดนี้เจ้าขายาวที่สุด ลองดูสิว่าจะกระโดดขึ้นไปได้ไหม” กบผู้เฒ่ากล่าวกับกบหนุ่มตัวหนึ่ง
neu,“ครับท่าน” กบหนุ่มรับคำ
neu,กบหนุ่มรวบรวมพละกำลังทั้งหมด แล้วกระโดดขึ้นไปหมายจะข้ามขอบอ่างบัวออกไปให้ได้
neu,แต่เพราะระดับน้ำกับขอบอ่างห่างมากเกินไป กบหนุ่มกระโดดไปชนเข้ากับข้างฝาผนังของอ่างบัวอย่างจัง ตู้ม! ทำให้กบหนุ่มร่วงลงมาในอ่างบัวดังเดิม
neu,“เป็นยังไงบ้าง” กบผู้เฒ่าถาม
neu,“ไม่ไหวครับ ข้ากระโดดสุดกำลังแล้วแต่ก็ออกไปไม่ได้” กบหนุ่มตอบ
neu,“ทำยังไงดีล่ะ เราต้องตายกันแน่ๆ เลยถ้ากระโดดขึ้นไปไม่ได้” กบตัวหนึ่งกล่าวขึ้นมา
neu,“ใช่ๆ ๆ เราจะทำยังไงกันดี” กบทั้งฝูงส่งเสียงร้องโวยวายกันจ้าละหวั่น
neu,เหตุการณ์เริ่มวุ่นวายขึ้นเรื่อยๆ กบบางตัวร้องไห้เมื่อทราบชะตากรรมว่าตัวเองกำลังจะอดตายในอ่างบัว
neu,กบบางตัวก็ตำหนิด่าทอว่าเป็นเพราะกบอีกตัวกระโดดลงมา ตนเองจึงกระโดดตาม
neu,กบบางตัวก็รวบรวมพลังกระโดดเพื่อที่จะให้หลุดพ้นออกไปจากอ่างบัว แต่ก็ไม่สำเร็จ บ้างก็กระโดดชนกันเอง แล้วก็มีปากมีเสียงกันตีกันวุ่นวายไปหมด
neu,แต่มีกบอยู่เพียงสองตัวเท่านั้นที่ยังคงมีอาการสงบนิ่งนั่นก็คือ กบหนุ่ม กับ กบผู้เฒ่า
neu,“ท่านครับ เราจะทำอย่างไรกันดี”
neu,กบหนุ่มถามกบผู้เฒ่า
neu,“ใจเย็นๆ เราต้องมีสติ ค่อยๆ คิด ความตื่นตูม ขาดสติ
neu,คือการวิ่งไปสู่ความตาย”
neu,“ครับท่าน” กบหนุ่มตอบ
neu,เมื่อกบหนุ่มฟังแล้ว เขาก็ลอยคออยู่นิ่งๆ อยู่ในน้ำไม่ขยับตัวเคลื่อนไหว ส่วนกบผู้เฒ่าก็ขึ้นไปนั่งหลับตาอยู่บนใบบัวนิ่งๆ คิดหาวิธีที่จะออกไปจากอ่างบัวให้ได้
neu,เวลาผ่านไปวันแล้ววันเล่า กบจำนวนไม่น้อยจมน้ำตายเพราะความเหน็ดเหนื่อย
neu,กบบางตัวก็จมน้ำตายเพราะความหิว
neu,ส่วนกบตัวที่เหลืออยู่ก็อ่อนแรงลงไปมากจึงได้แต่ลอยคออยู่นิ่งๆ ในน้ำ
neu,ห้าวันผ่านไป ในที่สุดกบผู้เฒ่าซึ่งนั่งนิ่งๆ อยู่ ก็ลืมตาขึ้น แล้วก็แหงนหน้ามองขึ้นไปบนฟ้า
neu,“อ๊อบ อ๊อบ อ๊อบ อ๊อบ... อ๊อบ อ๊อบ อ๊อบ อ๊อบ” กบผู้เฒ่าส่งเสียงร้องก้องกังวาน
neu,ฉับพลันกบหนุ่มก็อุทานออกมา “เข้าใจแล้วท่านผู้เฒ่ากำลังเรียกฝน”
neu,แล้วกบหนุ่มก็ตะโกนชักชวนกบตัวอื่นๆ “เอ้า! เร็วเข้าพวกเรามาช่วยกันเรียกฝน อ๊อบ อ๊อบ อ๊อบ”
neu,“อ๊อบ อ๊อบ อ๊อบ อ๊อบ อ๊อบ ๆ ๆ ๆ อ๊อบ !!!”
neu,กบที่ยังพอมีแรงอยู่จึงช่วยกันร้องเรียกฝน
neu,จนในที่สุดฝนก็ตกลงมา
neu,เมื่อฝนตกลงมาน้ำในอ่างบัวจึงเพิ่มปริมาณขึ้นเรื่อยๆ
neu,เมื่อน้ำเพิ่มขึ้นเรื่อยๆ จนล้นอ่างบัว ในที่สุดกบทุกตัวก็ออกมาจากอ่างบัวได้สำเร็จ
neu,ยายแห้งลอยฟ้า
neu,มารี คริสตีน ฟรองโซเลต์
neu,นานมาแล้ว มีเด็กผู้หญิงที่ผอมมากคนหนึ่ง ใครๆ มักเรียกเธอว่า “ยายแห้ง”
neu,เธอผอมมากเพราะไม่ชอบกินอาหาร เวลาอาหารเช้าเธอก็กินแค่สองสามคำ
neu,พอพักเที่ยงก็จะเอาอาหารกลางวันของตัวเองให้เพื่อนกิน
neu,ไม่ว่าแม่จะดุ
neu,หรือพยายามขอร้องอย่างไร ยายแห้งก็ไม่ยอมกิน
neu,สายลมซึ่งพัดผ่านมาทุกวัน เห็นแม่ของเธอทุกข์ใจทุกครั้งที่ยายแห้งไม่กินข้าว
neu,ก็รู้สึกสงสารจึงคิดหาทางช่วย
neu,“ถ้าปล่อยให้แม่หนูยังผอมอยู่อย่างนี้ วันหนึ่งก็จะต้องล้มป่วยลงแน่ๆ ต้องทำอะไรสักอย่างแล้วเรา” สายลมคิด
neu,วันหนึ่งขณะที่ยายแห้งกำลังเดินไปโรงเรียน ลมก็พัดกระโปรงสีชมพูของเธอจนพองขึ้นเหมือนดอกไม้ แล้วก็ค่อยๆ ลอยขึ้น
neu,เธอตกใจจนกระเป๋านักเรียนหลุดมือ พอไม่มีน้ำหนักของหนังสือคอยถ่วง ยายแห้งก็ลอยสูงขึ้น
neu,“ช่วยด้วยๆ ใครก็ได้ช่วยที” เธอตะโกนขอความช่วยเหลือ แต่เธออยู่สูงมากจนไม่มีใครได้ยิน
neu,เธอลอยไปเรื่อยๆ อย่างไร้จุดหมาย
neu,แล้วในที่สุดลมก็อ่อนแรงลง ยายแห้งค่อยๆ ลอยลงมานั่งบนกิ่งแอปเปิ้ล
neu,เธอพยายามจะกระโดดลง แต่ไม่ว่าจะกระโดดกี่ครั้ง ลมก็พัดเธอลอยกลับขึ้นไปทุกที
neu,“สงสัยว่าเราจะตัวเบาจนเกินไป ทำยังไงดีนะ” แล้วทันใดนั้น เธอก็เห็นผลแอปเปิ้ลที่กำลังสุกน่ากิน
neu,“ถ้าเรากินอะไรเข้าไปบ้าง คงทำให้ตัวหนักขึ้น แล้วก็คงจะลงไปข้างล่างได้”
neu,คิดได้ดังนั้น ยายแห้งจึงเด็ดแอปเปิ้ลมากินหนึ่งลูก เป็นครั้งแรกที่เธอรู้สึกถึงความอร่อย
neu,พอกินเสร็จก็ลองกระโดดอีกครั้ง เธอลงไปจนเกือบจะถึงพื้นอยู่แล้ว แต่ก็ลอยกลับขึ้นมาอีก
neu,“สงสัยจะกินน้อยไป” ว่าแล้วเธอก็กินแอปเปิ้ลอีกหนึ่งลูก แล้วในที่สุดเธอก็กลับลงสู่พื้นดินได้สำเร็จ
neu,หลังจากเหตุการณ์นั้น ยายแห้งก็เปลี่ยนเป็นคนใหม่ไม่ต้องให้แม่บังคับให้กินอะไรอีกเลย
neu,แมงมุมใยทอง
neu,ฌานีน กอลลิเอ
neu,แมงมุมตัวหนึ่งกำลังชักใยอยู่บนต้นไม้ต้นหนึ่ง ถ้ามองเผินๆ ก็เหมือนกับแมงมุมทั่วไป แต่ถ้าเราดูที่ใยของมันก็จะรู้ทันทีเลยว่ามันไม่ใช่แมงมุมธรรมดา
neu,ทำไมน่ะหรือ ก็เพราะใยของมันเป็น “ทองคำ” น่ะสิ
neu,เจ้าแมงมุมตัวนี้มีความภาคภูมิใจในใยทองคำของมันมาก
neu,มันมักจะพูดโอ้อวดใยทองคำของมันกับแมลงตัวอื่นๆ เสมอ
neu,ในบรรดาแมลงที่อาศัยอยู่ในป่า มีแมลงทับชรา ซึ่งเป็นที่เคารพนับถือของแมลงทั้งหลายอยู่ตัวหนึ่ง
neu,มันมักจะเตือนเจ้าแมงมุมอยู่เสมอว่าให้เลิกนิสัยขี้คุย และไม่ให้หลงตัวเอง
neu,แต่เจ้าแมงมุมไม่เคยเชื่อฟัง แถมยังย้อนอีกว่า “อิจฉาฉันล่ะสิ ตาแก่ เห็นใยของฉันสวยกว่าปีกเขียวอี๋ของแกก็เลยทำเป็นว่า ฉันรู้ทันหรอกน่า”
neu,ดังนั้นแมลงทับชราจึงไม่เตือนอะไรเจ้าแมงมุมอีกเลย
neu,ข่าวเรื่องใยทองคำของเจ้าแมงมุมแพร่กระจายไปทั่วจนถึงในวัง องค์หญิงอยากได้เจ้าแมงมุมไปเป็นช่างทอผ้าประจำพระองค์ จึงสั่งให้ทหารไปนำตัวมันมา
neu,เจ้าแมงมุมตื่นเต้นมากที่จะได้เข้าไปอยู่ในวัง มันรู้สึกราวกับเป็นบุคคลสำคัญเมื่อทหารมาโค้งคำนับเชิญ
neu,แมลงต่างๆ พากันมองด้วยความอิจฉา
neu,มีเพียงแมลงทับชราเท่านั้นที่มองอย่างเป็นห่วง
neu,“เจ้าแน่ใจหรือว่าอยากไปอยู่ที่นั่นจริงๆ เจ้าอาจจะมีอาหารกินมากมาย อาจจะได้นอนที่นอนนุ่มๆ
neu,แต่เจ้าจะไม่มีอิสระอีกต่อไป”
neu,มันเตือนเจ้าแมงมุมด้วยความห่วงใย
neu,“ใครเขาสนใจเรื่องอิสระอะไรนั่นล่ะ ตัวเองไม่ได้ไปก็อิจฉาล่ะสิ” เจ้าแมงมุมว่า
neu,แล้วมันก็เดินทางเข้าวังไปกับพวกทหาร
neu,เมื่อองค์หญิงเห็นใยของเจ้าแมงมุมก็รู้สึกทึ่งมาก
neu,“งดงามอะไรอย่างนี้ เราไม่เคยเห็นเส้นใยอะไรสวยงามเช่นนี้มาก่อน”
neu,แล้วองค์หญิงก็สั่งให้เจ้าแมงมุมทอเส้นใยทองคำออกมาให้มากที่สุด เพื่อจะได้นำไปเย็บเป็นชุดสำหรับใส่ในงานต่างๆ
neu,องค์หญิงจับมันใส่โหลแก้วและสั่งให้ทหารเอาแมลงอ้วนๆ มาให้กิน พระองค์กำชับให้ทุกคนดูแลเจ้าแมงมุมให้ดีไม่ให้หนีไปไหน
neu,วันเวลาผ่านไป เจ้าแมงมุมยังคงตั้งหน้าตั้งตาทอใยของมันอย่างไม่รู้จักเหน็ดเหนื่อย
neu,จนกระทั่งวันหนึ่ง ขณะที่กำลังทำงานอยู่อย่างขะมักเขม้น
neu,มันก็เห็นแมลงต่างๆ ในสวนกำลังบินแล่นอย่างมีความสุข
neu,มันจึงขออนุญาตองค์หญิงเพื่อออกไปเดินเล่นในสวนบ้าง
neu,แต่องค์หญิงตอบว่า “ไม่ได้หรอกเจ้าแมงมุมน้อย เจ้ามีค่าสำหรับเรามาก
neu,เราปล่อยเจ้าออกไปไม่ได้หรอก ถ้าเจ้าไม่กลับมาเราก็แย่น่ะสิ”
neu,“หม่อมฉันไม่หนีไปไหนหรอกองค์หญิง แค่ออกไปเดินเล่นเดี๋ยวเดียวเอง” เจ้าแมงมุมว่า
neu,“ไม่ใช่ว่าเราไม่เชื่อใจเจ้าหรอกนะ
neu,แต่ถ้าเกิดเจ้าถูกนกจับไปกินหรือเกิดอะไรขึ้นกับเจ้าล่ะ เรายอมไม่ได้หรอก”
neu,องค์หญิงยืนกราน
neu,ดังนั้นเจ้าแมงมุมจึงต้องใช้ชีวิตอยู่ในโหลแก้วแคบๆ นั้นต่อไป
neu,มันเริ่มนึกถึงคำพูดของแมลงทับชรา “ถ้าเราเชื่อคำเตือนของแมลงทับแต่แรกก็คงไม่ต้องมาทนอุดอู้อยู่ในนี้หรอก”
neu,เจ้าแมงมุมหมดหวังที่จะได้ออกไปใช้ชีวิตข้างนอก มันคิดว่าตัวเองคงจะต้องตายอยู่ในโหล และไม่มีวันจะได้กลับไปที่ป่าอีกแล้ว
neu,แต่วันหนึ่งก็เกิดเรื่องไม่คาดฝันขึ้น ขณะที่ทหารกำลังถือโหลแก้วจะนำไปให้องค์หญิง เขาก็เกิดสะดุดหกล้มและทำโหลแก้วตกแตก
neu,เจ้าแมงมุมถูกแรงกระแทกงงไปครู่หนึ่ง แต่พอรู้สึกตัวมันก็รีบหนีไปทันที
neu,มันดีใจมากที่ได้เป็นอิสระอีกครั้ง
neu,หลายวันผ่านไป ในที่สุดมันก็กลับถึงบ้าน
neu,เจ้าแมงมุมรีบไปหาแมลงทับชรา มันเล่าเรื่องทั้งหมดให้ฟังและขอโทษที่เคยพูดไม่ดีกับแมลงทับชรา
neu,มันสัญญาว่าจะปรับปรุงตัว และจะไม่เป็นเหมือนเมื่อก่อนอีกแล้ว
neu,แมลงทับชราได้ฟังก็ดีใจและยกโทษให้
neu,ตั้งแต่นั้นเป็นต้นมา เจ้าแมงมุมก็ใช้ชีวิตอย่างมีความสุขในป่าอันอบอุ่นกับเพื่อนๆ ของมัน
neu,ม้าแกลบน้อยของลีน่า
neu,เอ็มม่า เดเร็กโนกูร์
neu,กาลครั้งหนึ่งนานมาแล้วมีหุบเขาเล็กๆ ที่เงียบสงบแห่งหนึ่ง
neu,ผู้คนที่อาศัยอยู่ที่นี่ใช้ชีวิตกันอย่างมีความสุขท่ามกลางธรรมชาติที่สวยงาม
neu,ลีน่าและครอบครัวอาศัยอยู่ในบ้านไม้หลังเล็กน่ารัก
neu,พ่อของเธอเป็นเจ้าของฟาร์มเลี้ยงม้า และเป็นครูสอนขี่ม้าให้เด็กๆ ด้วย
neu,ลีน่ารักม้าทุกตัวในฟาร์ม แต่ตัวที่เธอรักมากที่สุดชื่อ “มายา”
neu,ตอนนี้มายากำลังท้องและใกล้จะออกลูกเต็มทีแล้ว
neu,เช้าวันหนึ่งขณะกำลังรับประทานอาหารเช้า พ่อของลีน่าซึ่งออกไปที่ฟาร์มตั้งแต่เช้ามืดก็วิ่งเข้ามาในครัวอย่างตื่นเต้นพร้อมกับตะโกนว่า “มายาออกลูกแล้ว!”
neu,พอลีน่าได้ยินก็รีบวิ่งไปที่คอกม้าทันที
neu,เจ้าลูกม้ากำลังนอนซุกแม่ของมันอยู่
neu,ลีน่าตื่นเต้นกับขนที่หยิกหนาของมัน
neu,“พ่อเคยเห็นลูกม้าที่มีขนหยิกอย่างนี้ไหมคะ” เธอถามพ่อซึ่งเดินตามออกมาด้วย
neu,“ไม่เลยลูก พ่อไม่เคยเห็นมาก่อนเลย” พ่อตอบ
neu,“จริงหรือคะ ถ้าอย่างนั้นก็แสดงว่าม้าของหนูไม่เหมือนของใครเลยสิคะ โอ! เยี่ยมไปเลย” ลีน่าพูดอย่างมีความสุข
neu,ในขณะที่พ่อของเธอท่าทางเป็นกังวลกับความผิดปกติของเจ้าลูกม้า
neu,ลีน่ารักลูกม้าตัวนี้มาก เธอตั้งชื่อให้มันว่า “ไมกี้”
neu,หลายเดือนผ่านไป เจ้าไมกี้ก็โตพอที่จะออกไปอยู่กับม้าอื่นๆ ในทุ่งหญ้าได้
neu,แต่แทนที่จะได้อยู่อย่างมีความสุข มันกลับถูกม้าอื่นๆ แสดงท่าทางรังเกียจและไม่ยอมให้เข้ากลุ่มด้วย เพราะว่ามันมีขนไม่เหมือนม้าตัวอื่นนั่นเอง
neu,เมื่อฤดูร้อนมาถึง เด็กๆ ก็มาเรียนขี่ม้ากันมากขึ้น
neu,ลีน่าต้องคอยช่วยพ่อกับแม่ทำงานทุกอย่างเท่าที่จะทำได้ ตั้งแต่แปรงขนม้า ทำความสะอาดรองเท้า
neu,และคอยบอกวิธีขึ้นลงม้าให้พวกเด็กๆ รวมไปถึงคอยจัดการเวลาที่พวกนั้นทะเลาะกันด้วย
neu,ลีน่ามีความสุขกับงานในฟาร์ม
neu,แต่สิ่งที่ทำให้เธอยังวิตกกังวลอยู่
neu,ก็คือการที่เจ้าไมกี้ไม่มีเพื่อน และมักถูกพวกเด็กๆ แกล้งอยู่เสมอ
neu,เธอสงสารเจ้าไมกี้มาก
neu,จึงไปอยู่เป็นเพื่อนเล่นกับมันนานๆ
neu,เพื่อไม่ให้มันเหงา
neu,ความรักจากลีน่านั้นเป็นสิ่งเดียวที่ทำให้เจ้าไมกี้มีความสุขและอยากมีชีวิตอยู่ต่อไป
neu,เวลาผ่านไป เจ้าไมกี้กลายเป็นม้าหนุ่มที่โตเต็มที่ แม้ว่ามันจะตัวเล็กแต่ก็แข็งแรงมาก
